Weight (g),Color,Diameter (cm),Fruit Type
1073,Orange,14.74,Papaya
1132,Orange,19.29,Papaya
155,Red,8.32,Apple
2191,Green,19.12,Coconut
779,Orange,12.31,Papaya
295,Green,10.13,Mango
130,Yellow,3.69,Banana
15,Green,1.68,Grape
21,Red,2.25,Lychee
16,Red,2.65,Lychee
381,Red,8.6,Mango
19,Red,2.87,Lychee
204,Yellow,11.29,Mango
2407,Green,26.49,Watermelon
746,Orange,13.18,Papaya
2730,Green,29.93,Watermelon
17,Red,2.5,Lychee
991,Green,13.96,Papaya
193,Orange,8.94,Orange
178,Orange,9.12,Orange
191,Red,8.12,Apple
193,Red,7.53,Apple
4963,Green,22.07,Watermelon
7,Green,1.25,Grape
2579,Green,26.3,Watermelon
131,Green,6.17,Apple
16,Pink,2.83,Lychee
108,Yellow,4.11,Banana
1874,Brown,12.45,Pineapple
22,Pink,2.12,Lychee
585,Yellow,12.91,Papaya
385,Yellow,8.6,Mango
709,Yellow,17.66,Papaya
89,Yellow,4.69,Banana
10,Purple,1.82,Grape
1268,Green,17.26,Papaya
3516,Green,23.0,Watermelon
3952,Green,27.21,Watermelon
13,Green,1.5,Grape
2010,Green,17.25,Coconut
1215,Green,10.58,Papaya
528,Orange,16.01,Papaya
172,Red,7.48,Apple
15,Purple,1.84,Grape
94,Yellow,4.61,Banana
1106,Brown,22.96,Coconut
197,Green,6.39,Apple
525,Yellow,14.35,Papaya
81,Yellow,4.08,Banana
1304,Green,19.94,Coconut
4123,Green,27.78,Watermelon
4026,Green,27.27,Watermelon
287,Red,10.24,Mango
309,Red,9.33,Mango
18,Pink,2.23,Lychee
139,Green,6.07,Apple
367,Green,8.9,Mango
9,Green,1.45,Grape
20,Pink,2.34,Lychee
134,Yellow,3.62,Banana
4116,Green,20.87,Watermelon
1720,Brown,17.48,Coconut
1132,Green,19.02,Papaya
25,Pink,2.77,Lychee
3473,Green,20.77,Watermelon
1281,Green,17.61,Papaya
19,Red,2.4,Lychee
1230,Green,18.49,Coconut
122,Yellow,4.86,Banana
1910,Brown,18.88,Pineapple
1908,Brown,23.28,Coconut
295,Orange,6.38,Orange
3071,Green,26.68,Watermelon
13,Green,1.73,Grape
286,Yellow,10.72,Mango
1737,Yellow,16.81,Pineapple
270,Red,11.8,Mango
18,Red,2.33,Lychee
226,Orange,8.59,Orange
1532,Brown,12.08,Pineapple
15,Pink,2.54,Lychee
1573,Brown,21.41,Coconut
939,Green,11.44,Papaya
1231,Orange,14.7,Papaya
262,Green,11.81,Mango
3842,Green,29.34,Watermelon
1387,Orange,13.49,Papaya
335,Red,8.64,Mango
1852,Brown,13.82,Pineapple
151,Orange,6.65,Orange
981,Green,17.53,Papaya
188,Green,7.1,Apple
287,Green,8.64,Mango
22,Pink,2.86,Lychee
1368,Yellow,17.22,Papaya
1527,Yellow,17.49,Pineapple
106,Yellow,3.44,Banana
1286,Orange,13.01,Papaya
2000,Yellow,15.94,Pineapple
130,Red,6.7,Apple
301,Red,11.14,Mango
1347,Yellow,16.3,Pineapple
282,Orange,8.27,Orange
328,Yellow,11.21,Mango
822,Green,11.69,Papaya
212,Orange,8.91,Orange
271,Yellow,9.04,Mango
24,Pink,2.19,Lychee
1458,Yellow,16.98,Pineapple
180,Orange,9.58,Orange
200,Green,8.15,Mango
1541,Green,19.84,Coconut
261,Green,10.39,Mango
184,Green,6.42,Apple
366,Red,9.48,Mango
180,Red,8.89,Apple
92,Yellow,3.25,Banana
958,Yellow,13.98,Papaya
812,Orange,13.66,Papaya
1722,Brown,18.12,Pineapple
18,Pink,2.41,Lychee
394,Green,9.67,Mango
8,Green,1.83,Grape
268,Orange,6.31,Orange
2238,Green,20.73,Watermelon
186,Orange,7.12,Orange
15,Red,2.82,Lychee
8,Purple,1.07,Grape
370,Red,8.86,Mango
389,Green,9.85,Mango
764,Green,13.74,Papaya
148,Yellow,3.69,Banana
4310,Green,23.89,Watermelon
167,Red,6.08,Apple
1336,Orange,19.65,Papaya
208,Orange,7.17,Orange
90,Yellow,3.15,Banana
15,Red,2.63,Lychee
92,Yellow,4.86,Banana
151,Green,7.78,Apple
327,Red,10.17,Mango
1940,Yellow,17.95,Pineapple
1417,Green,15.21,Papaya
14,Green,1.51,Grape
242,Orange,6.98,Orange
1186,Green,19.63,Papaya
1269,Green,15.25,Coconut
1938,Green,19.31,Coconut
25,Pink,2.99,Lychee
188,Green,8.4,Apple
1002,Yellow,17.22,Papaya
2020,Green,26.18,Watermelon
24,Red,2.33,Lychee
199,Green,8.42,Apple
1095,Brown,20.12,Coconut
198,Green,6.07,Apple
3551,Green,23.54,Watermelon
205,Orange,8.77,Orange
141,Red,6.83,Apple
201,Green,11.59,Mango
6,Purple,1.74,Grape
167,Green,8.98,Apple
131,Red,8.09,Apple
1915,Yellow,16.93,Pineapple
120,Red,6.68,Apple
2080,Green,25.29,Watermelon
124,Yellow,3.62,Banana
3218,Green,25.27,Watermelon
329,Yellow,10.39,Mango
767,Green,10.2,Papaya
2231,Green,29.32,Watermelon
1571,Brown,14.69,Pineapple
1990,Yellow,15.53,Pineapple
8,Purple,1.85,Grape
19,Pink,2.72,Lychee
1692,Yellow,16.17,Pineapple
270,Red,11.65,Mango
1545,Brown,16.49,Pineapple
178,Red,8.32,Apple
346,Red,8.81,Mango
1471,Yellow,16.67,Pineapple
172,Red,7.24,Apple
869,Yellow,10.64,Papaya
258,Orange,9.84,Orange
159,Red,6.05,Apple
8,Green,1.58,Grape
13,Green,1.97,Grape
222,Yellow,10.41,Mango
156,Orange,7.07,Orange
21,Red,2.71,Lychee
2209,Brown,15.99,Coconut
1369,Yellow,18.28,Pineapple
158,Green,6.38,Apple
15,Purple,1.3,Grape
125,Red,8.3,Apple
213,Orange,8.3,Orange
321,Yellow,11.34,Mango
102,Yellow,4.09,Banana
24,Red,2.23,Lychee
4724,Green,27.99,Watermelon
122,Red,6.17,Apple
216,Yellow,9.81,Mango
163,Green,6.78,Apple
228,Orange,9.87,Orange
176,Red,6.16,Apple
10,Green,1.03,Grape
128,Yellow,4.18,Banana
244,Orange,6.93,Orange
22,Red,2.64,Lychee
1090,Orange,16.34,Papaya
2234,Green,20.8,Watermelon
1588,Brown,14.52,Pineapple
9,Green,1.66,Grape
8,Green,1.66,Grape
20,Red,2.75,Lychee
231,Orange,8.49,Orange
131,Yellow,4.27,Banana
162,Red,7.52,Apple
849,Orange,17.68,Papaya
4672,Green,22.11,Watermelon
14,Purple,1.71,Grape
255,Orange,9.48,Orange
2530,Green,24.02,Watermelon
2677,Green,26.42,Watermelon
325,Red,9.28,Mango
2901,Green,27.08,Watermelon
918,Green,16.73,Papaya
3856,Green,24.33,Watermelon
616,Orange,14.26,Papaya
21,Pink,2.34,Lychee
195,Red,8.07,Apple
1442,Brown,17.62,Pineapple
1442,Brown,17.42,Pineapple
10,Purple,1.48,Grape
12,Green,1.02,Grape
141,Yellow,4.51,Banana
230,Orange,9.79,Orange
16,Red,2.75,Lychee
1263,Orange,12.02,Papaya
181,Red,7.21,Apple
245,Orange,7.54,Orange
1290,Green,14.84,Papaya
10,Purple,1.17,Grape
1145,Yellow,12.33,Papaya
13,Purple,1.69,Grape
273,Orange,8.46,Orange
3209,Green,26.04,Watermelon
146,Yellow,3.36,Banana
209,Red,8.48,Mango
2486,Brown,19.09,Coconut
168,Orange,7.38,Orange
1391,Green,16.02,Coconut
15,Green,1.54,Grape
3628,Green,25.81,Watermelon
1591,Green,16.46,Coconut
134,Yellow,3.53,Banana
366,Yellow,9.16,Mango
2182,Green,21.37,Watermelon
90,Yellow,3.58,Banana
263,Orange,7.14,Orange
164,Red,6.85,Apple
1918,Yellow,19.15,Pineapple
166,Red,7.32,Apple
154,Orange,8.39,Orange
255,Red,10.52,Mango
1626,Brown,24.16,Coconut
18,Pink,2.28,Lychee
164,Red,7.09,Apple
3424,Green,22.61,Watermelon
1001,Brown,17.0,Pineapple
891,Orange,10.9,Papaya
1466,Yellow,19.22,Pineapple
5,Purple,1.28,Grape
21,Pink,2.75,Lychee
1279,Brown,17.79,Pineapple
9,Green,1.75,Grape
95,Yellow,4.88,Banana
148,Green,6.81,Apple
1008,Green,15.87,Papaya
1066,Yellow,14.07,Papaya
356,Red,8.21,Mango
1407,Orange,14.23,Papaya
103,Yellow,3.98,Banana
141,Red,6.74,Apple
310,Green,10.43,Mango
2325,Green,18.85,Coconut
15,Green,1.26,Grape
178,Green,7.18,Apple
311,Green,9.67,Mango
547,Yellow,14.96,Papaya
239,Green,9.74,Mango
15,Red,2.85,Lychee
3650,Green,28.34,Watermelon
541,Orange,13.46,Papaya
1125,Yellow,12.0,Papaya
1310,Brown,23.16,Coconut
93,Yellow,4.87,Banana
2720,Green,29.69,Watermelon
2148,Green,20.41,Watermelon
1844,Brown,18.02,Coconut
257,Orange,9.36,Orange
235,Orange,6.54,Orange
400,Red,8.96,Mango
293,Orange,7.84,Orange
24,Red,2.93,Lychee
13,Green,1.17,Grape
14,Green,1.15,Grape
1602,Brown,19.79,Coconut
1151,Brown,14.22,Pineapple
168,Red,8.7,Apple
99,Yellow,3.77,Banana
971,Green,12.38,Papaya
22,Pink,2.1,Lychee
1492,Brown,22.14,Coconut
211,Yellow,11.61,Mango
92,Yellow,4.29,Banana
157,Green,6.79,Apple
1663,Brown,17.27,Pineapple
146,Green,7.9,Apple
22,Pink,2.5,Lychee
15,Purple,1.7,Grape
14,Purple,1.76,Grape
16,Red,2.19,Lychee
1495,Brown,13.72,Pineapple
1255,Brown,12.18,Pineapple
372,Green,9.63,Mango
173,Red,7.47,Apple
256,Green,9.02,Mango
3990,Green,27.07,Watermelon
3545,Green,29.66,Watermelon
111,Yellow,3.51,Banana
151,Orange,9.81,Orange
10,Green,1.58,Grape
848,Yellow,19.21,Papaya
254,Yellow,8.64,Mango
137,Red,7.43,Apple
1670,Brown,14.17,Pineapple
133,Red,7.18,Apple
14,Purple,1.39,Grape
1064,Orange,15.87,Papaya
96,Yellow,4.79,Banana
268,Green,8.64,Mango
251,Orange,6.55,Orange
6,Purple,1.72,Grape
16,Red,2.37,Lychee
2110,Brown,23.04,Coconut
2046,Green,28.86,Watermelon
316,Red,11.89,Mango
21,Pink,2.02,Lychee
111,Yellow,4.9,Banana
9,Purple,1.01,Grape
13,Green,1.22,Grape
1888,Brown,13.45,Pineapple
177,Orange,8.43,Orange
1675,Brown,13.64,Pineapple
1969,Brown,13.5,Pineapple
2834,Green,25.08,Watermelon
2451,Green,24.01,Coconut
22,Red,2.36,Lychee
242,Orange,6.75,Orange
350,Red,11.86,Mango
3291,Green,21.24,Watermelon
256,Orange,7.78,Orange
83,Yellow,4.35,Banana
107,Yellow,4.39,Banana
4005,Green,25.62,Watermelon
6,Green,1.68,Grape
265,Orange,8.93,Orange
1204,Yellow,17.77,Pineapple
105,Yellow,4.38,Banana
1147,Brown,21.37,Coconut
894,Green,10.22,Papaya
20,Red,2.81,Lychee
226,Orange,8.46,Orange
18,Red,2.24,Lychee
1158,Green,18.31,Papaya
3832,Green,20.76,Watermelon
1818,Green,15.15,Coconut
266,Orange,6.32,Orange
199,Green,7.56,Apple
174,Red,6.47,Apple
662,Orange,12.83,Papaya
104,Yellow,4.65,Banana
357,Yellow,11.6,Mango
7,Purple,1.21,Grape
14,Purple,1.94,Grape
9,Green,1.29,Grape
16,Red,2.77,Lychee
4648,Green,21.55,Watermelon
1868,Green,21.22,Coconut
19,Red,2.59,Lychee
1973,Yellow,16.64,Pineapple
227,Green,11.68,Mango
14,Purple,1.07,Grape
142,Yellow,4.44,Banana
2375,Green,23.95,Watermelon
268,Red,11.26,Mango
178,Orange,6.03,Orange
108,Yellow,3.69,Banana
1591,Green,18.28,Coconut
102,Yellow,4.65,Banana
185,Orange,8.75,Orange
7,Green,1.09,Grape
131,Yellow,4.12,Banana
13,Green,1.08,Grape
223,Orange,9.1,Orange
2403,Green,21.77,Coconut
126,Yellow,3.5,Banana
2261,Green,17.97,Coconut
1202,Green,19.42,Coconut
105,Yellow,4.5,Banana
1790,Green,24.71,Coconut
2976,Green,26.06,Watermelon
20,Red,2.03,Lychee
4145,Green,29.07,Watermelon
4346,Green,20.55,Watermelon
12,Purple,1.15,Grape
1462,Brown,14.07,Pineapple
323,Green,11.33,Mango
14,Green,1.76,Grape
3355,Green,24.99,Watermelon
93,Yellow,4.95,Banana
80,Yellow,3.48,Banana
24,Pink,2.73,Lychee
239,Red,11.88,Mango
1481,Orange,14.97,Papaya
3813,Green,22.87,Watermelon
150,Yellow,4.81,Banana
84,Yellow,4.99,Banana
200,Green,6.39,Apple
1572,Brown,16.57,Pineapple
126,Red,7.31,Apple
138,Yellow,4.16,Banana
219,Yellow,10.98,Mango
279,Green,11.84,Mango
128,Yellow,3.33,Banana
150,Red,6.99,Apple
169,Orange,9.84,Orange
15,Purple,1.5,Grape
1756,Brown,19.46,Pineapple
184,Orange,6.18,Orange
116,Yellow,4.28,Banana
243,Orange,6.21,Orange
324,Red,11.08,Mango
291,Yellow,10.45,Mango
1733,Brown,17.57,Pineapple
297,Orange,8.22,Orange
188,Red,8.35,Apple
242,Green,8.94,Mango
251,Green,8.05,Mango
3867,Green,26.05,Watermelon
1197,Brown,22.81,Coconut
4396,Green,25.07,Watermelon
1122,Brown,13.83,Pineapple
2780,Green,27.23,Watermelon
141,Green,7.44,Apple
241,Orange,8.14,Orange
1065,Yellow,14.94,Papaya
1056,Green,20.17,Coconut
257,Orange,9.39,Orange
194,Orange,6.81,Orange
12,Green,1.37,Grape
20,Pink,2.98,Lychee
199,Orange,8.16,Orange
142,Red,6.48,Apple
1804,Green,24.13,Coconut
143,Red,8.18,Apple
20,Pink,2.14,Lychee
1993,Brown,23.91,Coconut
240,Orange,7.66,Orange
20,Red,2.16,Lychee
3552,Green,22.94,Watermelon
1136,Yellow,13.98,Pineapple
24,Red,2.69,Lychee
1925,Green,23.53,Coconut
3989,Green,25.86,Watermelon
1210,Green,17.02,Coconut
2288,Brown,20.29,Coconut
2232,Brown,23.13,Coconut
1135,Green,20.31,Coconut
171,Orange,6.63,Orange
1070,Yellow,18.0,Pineapple
15,Green,1.89,Grape
89,Yellow,4.5,Banana
274,Yellow,9.13,Mango
255,Yellow,8.16,Mango
1216,Green,20.08,Coconut
17,Red,3.0,Lychee
243,Orange,9.14,Orange
1913,Brown,12.55,Pineapple
24,Pink,2.78,Lychee
285,Orange,9.46,Orange
145,Yellow,4.42,Banana
281,Orange,7.19,Orange
12,Green,1.74,Grape
1642,Yellow,17.63,Pineapple
4431,Green,26.36,Watermelon
5,Green,1.96,Grape
1497,Brown,13.03,Pineapple
215,Orange,9.14,Orange
508,Orange,14.24,Papaya
4419,Green,22.64,Watermelon
209,Orange,9.41,Orange
1395,Brown,16.96,Pineapple
804,Yellow,10.96,Papaya
136,Red,8.35,Apple
15,Pink,2.96,Lychee
2072,Green,28.5,Watermelon
1925,Brown,18.25,Pineapple
231,Green,11.89,Mango
665,Orange,10.33,Papaya
11,Purple,1.84,Grape
279,Green,9.18,Mango
127,Yellow,4.26,Banana
16,Pink,2.74,Lychee
246,Orange,8.25,Orange
1635,Green,23.34,Coconut
1578,Brown,21.67,Coconut
185,Green,7.83,Apple
5,Green,1.29,Grape
1083,Orange,14.02,Papaya
1813,Brown,13.2,Pineapple
1429,Brown,23.92,Coconut
1545,Brown,19.92,Pineapple
126,Yellow,4.91,Banana
4771,Green,23.38,Watermelon
19,Pink,2.74,Lychee
1027,Brown,14.64,Pineapple
934,Yellow,14.81,Papaya
1438,Green,15.26,Papaya
1064,Green,15.25,Papaya
1112,Green,14.17,Papaya
18,Pink,2.13,Lychee
142,Green,8.88,Apple
86,Yellow,4.86,Banana
144,Yellow,3.04,Banana
10,Purple,1.49,Grape
11,Green,1.18,Grape
600,Orange,17.15,Papaya
4156,Green,27.87,Watermelon
1051,Yellow,12.41,Papaya
1354,Green,20.04,Coconut
96,Yellow,4.5,Banana
1500,Brown,23.15,Coconut
107,Yellow,3.22,Banana
150,Yellow,4.11,Banana
24,Red,2.38,Lychee
1908,Brown,19.04,Pineapple
1199,Green,23.41,Coconut
137,Yellow,4.59,Banana
1138,Brown,14.87,Pineapple
338,Green,10.64,Mango
1628,Yellow,16.78,Pineapple
23,Red,2.78,Lychee
680,Orange,11.63,Papaya
1660,Brown,18.51,Pineapple
2168,Green,24.4,Watermelon
19,Red,2.72,Lychee
1432,Yellow,16.71,Papaya
138,Yellow,4.65,Banana
2829,Green,25.67,Watermelon
2418,Green,24.31,Watermelon
2496,Green,28.89,Watermelon
3999,Green,28.98,Watermelon
193,Green,7.05,Apple
1149,Yellow,16.95,Pineapple
334,Red,8.24,Mango
1285,Green,23.87,Coconut
2335,Green,21.53,Watermelon
20,Red,2.07,Lychee
1303,Brown,21.47,Coconut
120,Yellow,4.65,Banana
1014,Brown,15.59,Coconut
162,Green,6.35,Apple
3997,Green,22.21,Watermelon
1732,Yellow,14.2,Pineapple
6,Purple,1.45,Grape
3516,Green,23.28,Watermelon
1423,Green,10.64,Papaya
129,Yellow,4.97,Banana
1401,Yellow,13.2,Pineapple
183,Red,8.94,Apple
539,Orange,11.43,Papaya
145,Yellow,4.38,Banana
231,Orange,6.44,Orange
155,Orange,8.48,Orange
1931,Brown,18.08,Pineapple
131,Red,7.7,Apple
515,Green,11.69,Papaya
1194,Brown,13.58,Pineapple
267,Orange,9.09,Orange
1498,Brown,23.68,Coconut
22,Red,2.64,Lychee
6,Purple,1.45,Grape
1402,Green,13.63,Papaya
98,Yellow,3.55,Banana
7,Green,1.08,Grape
3543,Green,27.08,Watermelon
10,Green,1.4,Grape
1895,Green,22.38,Coconut
1480,Green,11.32,Papaya
148,Red,7.37,Apple
3448,Green,24.96,Watermelon
734,Green,17.16,Papaya
132,Yellow,4.67,Banana
141,Red,6.93,Apple
161,Green,8.12,Apple
822,Green,10.96,Papaya
219,Orange,8.59,Orange
4079,Green,29.87,Watermelon
1479,Brown,18.88,Pineapple
257,Orange,9.76,Orange
189,Red,7.66,Apple
6,Green,1.47,Grape
3167,Green,29.28,Watermelon
17,Red,2.62,Lychee
168,Orange,8.77,Orange
4477,Green,27.67,Watermelon
274,Orange,9.51,Orange
140,Yellow,4.63,Banana
143,Red,8.94,Apple
316,Yellow,8.97,Mango
198,Green,7.5,Apple
24,Pink,2.12,Lychee
106,Yellow,4.37,Banana
1573,Brown,15.73,Pineapple
16,Pink,2.08,Lychee
1485,Yellow,16.14,Pineapple
245,Orange,6.72,Orange
1244,Brown,23.82,Coconut
291,Red,11.93,Mango
274,Yellow,11.59,Mango
18,Pink,2.9,Lychee
218,Orange,8.26,Orange
371,Green,10.41,Mango
93,Yellow,3.53,Banana
153,Red,7.9,Apple
744,Yellow,15.99,Papaya
354,Red,10.78,Mango
147,Red,8.14,Apple
1898,Brown,21.22,Coconut
130,Yellow,3.36,Banana
1434,Green,16.02,Coconut
2397,Green,20.54,Watermelon
2213,Green,17.62,Coconut
173,Green,7.41,Apple
186,Red,6.06,Apple
1442,Brown,13.0,Pineapple
2320,Brown,22.35,Coconut
144,Green,7.22,Apple
80,Yellow,3.35,Banana
116,Yellow,3.16,Banana
131,Red,6.52,Apple
155,Green,7.83,Apple
233,Green,9.63,Mango
1036,Brown,17.18,Pineapple
1203,Yellow,17.33,Pineapple
4995,Green,26.22,Watermelon
21,Red,2.15,Lychee
2391,Green,28.65,Watermelon
1166,Yellow,13.3,Pineapple
2523,Green,29.88,Watermelon
173,Red,7.18,Apple
699,Green,16.0,Papaya
1365,Green,10.93,Papaya
8,Green,1.99,Grape
184,Green,7.59,Apple
267,Orange,9.93,Orange
3699,Green,27.06,Watermelon
246,Red,8.15,Mango
181,Red,8.58,Apple
195,Red,8.81,Apple
143,Green,6.94,Apple
1979,Brown,14.93,Pineapple
2047,Green,15.61,Coconut
81,Yellow,4.87,Banana
1620,Brown,18.26,Pineapple
282,Yellow,8.52,Mango
378,Green,9.72,Mango
15,Pink,2.78,Lychee
154,Red,8.31,Apple
336,Red,11.31,Mango
5,Green,1.08,Grape
110,Yellow,4.18,Banana
22,Red,2.33,Lychee
2189,Brown,18.16,Coconut
1516,Brown,18.4,Pineapple
1473,Brown,12.09,Pineapple
154,Orange,8.38,Orange
139,Green,6.05,Apple
725,Yellow,15.51,Papaya
201,Yellow,9.76,Mango
277,Orange,8.38,Orange
3482,Green,24.04,Watermelon
15,Green,1.0,Grape
5,Purple,1.29,Grape
255,Yellow,11.91,Mango
139,Yellow,4.72,Banana
1481,Green,20.61,Coconut
1023,Brown,22.72,Coconut
1235,Orange,15.94,Papaya
207,Red,11.55,Mango
10,Green,1.55,Grape
83,Yellow,4.98,Banana
198,Orange,9.7,Orange
1148,Green,15.08,Coconut
2900,Green,25.15,Watermelon
10,Purple,1.02,Grape
183,Red,8.21,Apple
243,Orange,7.36,Orange
164,Red,6.5,Apple
7,Purple,1.3,Grape
134,Green,6.41,Apple
192,Green,7.87,Apple
1457,Brown,21.61,Coconut
5,Purple,1.5,Grape
19,Red,2.37,Lychee
239,Orange,8.44,Orange
4683,Green,27.99,Watermelon
384,Green,8.27,Mango
1056,Orange,16.23,Papaya
1218,Brown,23.12,Coconut
179,Orange,9.62,Orange
98,Yellow,3.41,Banana
22,Pink,2.3,Lychee
15,Pink,2.03,Lychee
275,Orange,8.73,Orange
1109,Brown,19.81,Pineapple
15,Pink,2.6,Lychee
1823,Yellow,16.22,Pineapple
302,Red,11.24,Mango
5,Purple,1.51,Grape
224,Green,10.73,Mango
2217,Green,21.3,Coconut
127,Yellow,4.06,Banana
1250,Yellow,15.4,Pineapple
212,Red,11.33,Mango
2370,Brown,19.34,Coconut
323,Green,8.25,Mango
381,Green,10.75,Mango
1112,Yellow,14.06,Papaya
1672,Yellow,16.37,Pineapple
14,Green,1.57,Grape
177,Orange,8.24,Orange
9,Purple,1.49,Grape
22,Red,2.91,Lychee
2013,Green,20.26,Coconut
155,Orange,7.08,Orange
1146,Yellow,16.18,Pineapple
3507,Green,27.33,Watermelon
215,Orange,6.73,Orange
176,Red,7.05,Apple
116,Yellow,3.06,Banana
1209,Yellow,17.46,Papaya
169,Green,8.43,Apple
97,Yellow,4.41,Banana
383,Yellow,11.86,Mango
4827,Green,21.8,Watermelon
269,Orange,7.9,Orange
3935,Green,26.2,Watermelon
1402,Green,24.13,Coconut
1323,Yellow,11.36,Papaya
3366,Green,28.93,Watermelon
23,Pink,2.12,Lychee
178,Orange,8.1,Orange
1352,Orange,15.59,Papaya
386,Red,8.43,Mango
16,Pink,2.34,Lychee
368,Yellow,10.89,Mango
873,Yellow,12.77,Papaya
304,Red,9.86,Mango
1112,Yellow,16.04,Pineapple
85,Yellow,4.22,Banana
709,Orange,10.95,Papaya
11,Purple,1.77,Grape
1109,Green,23.18,Coconut
1077,Brown,19.06,Pineapple
134,Yellow,4.75,Banana
150,Red,7.03,Apple
796,Orange,10.99,Papaya
1102,Brown,19.92,Pineapple
1481,Orange,10.77,Papaya
1818,Yellow,13.55,Pineapple
279,Yellow,8.47,Mango
124,Red,7.2,Apple
135,Yellow,4.96,Banana
265,Red,10.48,Mango
19,Pink,2.69,Lychee
147,Yellow,4.8,Banana
545,Orange,15.88,Papaya
24,Pink,2.43,Lychee
1541,Brown,22.09,Coconut
1517,Yellow,12.08,Pineapple
1067,Green,16.09,Papaya
271,Orange,7.36,Orange
249,Red,8.4,Mango
2975,Green,25.12,Watermelon
20,Red,2.71,Lychee
178,Red,6.51,Apple
288,Orange,6.41,Orange
164,Green,8.34,Apple
1628,Brown,20.53,Coconut
134,Yellow,4.77,Banana
15,Pink,2.9,Lychee
189,Orange,8.37,Orange
3782,Green,28.83,Watermelon
2282,Brown,18.7,Coconut
8,Purple,1.15,Grape
108,Yellow,4.39,Banana
860,Yellow,11.95,Papaya
20,Red,2.11,Lychee
287,Orange,7.67,Orange
14,Green,1.72,Grape
332,Yellow,9.64,Mango
1183,Green,19.42,Coconut
504,Yellow,10.42,Papaya
1183,Brown,19.68,Coconut
98,Yellow,4.24,Banana
1551,Yellow,18.3,Pineapple
19,Red,2.59,Lychee
21,Pink,2.44,Lychee
1379,Yellow,13.65,Papaya
124,Yellow,4.82,Banana
553,Yellow,12.98,Papaya
3075,Green,26.85,Watermelon
23,Red,2.49,Lychee
1612,Brown,14.81,Pineapple
248,Orange,7.48,Orange
22,Red,2.94,Lychee
189,Green,7.68,Apple
325,Yellow,10.38,Mango
1494,Brown,14.22,Pineapple
240,Orange,8.22,Orange
22,Pink,2.44,Lychee
121,Yellow,3.87,Banana
105,Yellow,3.92,Banana
153,Green,8.82,Apple
23,Red,2.58,Lychee
21,Pink,2.11,Lychee
309,Red,11.29,Mango
240,Red,9.93,Mango
689,Green,13.11,Papaya
126,Yellow,3.78,Banana
909,Yellow,12.33,Papaya
169,Green,7.9,Apple
87,Yellow,4.94,Banana
7,Purple,1.35,Grape
131,Red,8.89,Apple
24,Pink,2.43,Lychee
1661,Brown,17.11,Pineapple
215,Yellow,10.82,Mango
297,Orange,8.6,Orange
4764,Green,25.37,Watermelon
17,Pink,2.97,Lychee
9,Purple,1.28,Grape
8,Green,1.33,Grape
3926,Green,27.09,Watermelon
113,Yellow,3.64,Banana
164,Green,7.03,Apple
2036,Green,16.29,Coconut
24,Red,2.98,Lychee
11,Purple,1.95,Grape
192,Green,7.54,Apple
176,Orange,9.84,Orange
283,Orange,6.56,Orange
241,Orange,7.01,Orange
17,Red,2.02,Lychee
165,Orange,9.49,Orange
4684,Green,29.71,Watermelon
231,Red,9.94,Mango
782,Orange,10.5,Papaya
19,Red,2.33,Lychee
104,Yellow,4.61,Banana
1436,Orange,17.29,Papaya
2288,Brown,19.12,Coconut
130,Red,7.04,Apple
287,Green,9.93,Mango
267,Green,9.73,Mango
2816,Green,22.0,Watermelon
557,Yellow,16.45,Papaya
4182,Green,20.59,Watermelon
7,Purple,1.91,Grape
127,Green,8.89,Apple
2009,Green,26.41,Watermelon
25,Red,2.26,Lychee
8,Purple,1.31,Grape
650,Green,10.07,Papaya
96,Yellow,3.77,Banana
23,Red,2.52,Lychee
1356,Yellow,14.92,Papaya
231,Orange,7.77,Orange
1652,Brown,19.53,Coconut
1069,Yellow,19.54,Pineapple
251,Red,11.26,Mango
1023,Brown,16.31,Coconut
668,Orange,14.23,Papaya
197,Orange,9.4,Orange
15,Purple,1.56,Grape
929,Orange,12.14,Papaya
2008,Green,25.42,Watermelon
1673,Brown,14.46,Pineapple
1485,Orange,19.32,Papaya
327,Yellow,8.57,Mango
9,Purple,1.85,Grape
1153,Yellow,17.11,Papaya
2222,Green,27.79,Watermelon
2405,Green,29.24,Watermelon
4412,Green,20.31,Watermelon
19,Pink,2.78,Lychee
16,Red,2.13,Lychee
1715,Yellow,19.99,Pineapple
2151,Brown,22.57,Coconut
279,Orange,9.41,Orange
146,Green,6.26,Apple
133,Green,6.95,Apple
20,Red,2.68,Lychee
1381,Brown,23.01,Coconut
349,Red,11.86,Mango
210,Red,8.63,Mango
151,Red,6.96,Apple
295,Orange,6.72,Orange
168,Green,8.26,Apple
232,Orange,8.77,Orange
1214,Green,16.34,Papaya
12,Green,1.3,Grape
1319,Yellow,10.51,Papaya
1494,Orange,14.38,Papaya
147,Red,7.23,Apple
127,Green,8.4,Apple
84,Yellow,3.29,Banana
991,Green,13.27,Papaya
243,Orange,7.13,Orange
252,Yellow,11.92,Mango
122,Yellow,4.13,Banana
140,Green,8.39,Apple
178,Red,7.12,Apple
169,Red,8.2,Apple
18,Pink,2.46,Lychee
1217,Yellow,14.89,Papaya
191,Red,6.18,Apple
18,Pink,2.25,Lychee
7,Green,1.15,Grape
1439,Yellow,16.67,Pineapple
13,Green,1.56,Grape
148,Red,6.39,Apple
84,Yellow,3.55,Banana
1410,Orange,15.03,Papaya
